代码,行业
605567,食品加工
001215,食品加工
605089,食品加工
603237,食品加工
603536,食品加工
300908,调味发酵品Ⅱ
600186,调味发酵品Ⅱ
002495,调味发酵品Ⅱ
002650,调味发酵品Ⅱ
002330,肉制品
000799,白酒Ⅱ
002515,肉制品
002661,食品加工
002840,肉制品
603589,白酒Ⅱ
603369,白酒Ⅱ
600696,白酒Ⅱ
603919,白酒Ⅱ
000858,白酒Ⅱ
600519,白酒Ⅱ
600298,调味发酵品Ⅱ
603345,食品加工
600702,白酒Ⅱ
000529,肉制品
600073,肉制品
600559,白酒Ⅱ
000568,白酒Ⅱ
002726,肉制品
603317,调味发酵品Ⅱ
002646,白酒Ⅱ
000596,白酒Ⅱ
920826,食品加工
600197,白酒Ⅱ
000860,白酒Ⅱ
605338,食品加工
600779,白酒Ⅱ
000995,白酒Ⅱ
603696,调味发酵品Ⅱ
920726,调味发酵品Ⅱ
600199,白酒Ⅱ
002304,白酒Ⅱ
603288,调味发酵品Ⅱ
002507,调味发酵品Ⅱ
002216,食品加工
603027,调味发酵品Ⅱ
603198,白酒Ⅱ
000895,肉制品
600305,调味发酵品Ⅱ
002702,食品加工
600809,白酒Ⅱ
600872,调味发酵品Ⅱ
600016,银行
600015,银行
600000,银行
600036,银行
601166,银行
601818,银行
601998,银行
601916,银行
000001,银行
300829,基础化工
002166,基础化工
603079,基础化工
603739,基础化工
300200,聚氨酯
300848,聚氨酯
002360,民爆制品
605566,纺织化学制品
002497,民爆制品
003002,民爆制品
603980,纺织化学制品
603041,聚氨酯
603977,民爆制品
300798,纺织化学制品
301156,基础化工
002917,民爆制品
002326,氟化工
002597,基础化工
603192,聚氨酯
002915,氟化工
605020,氟化工
301585,纺织化学制品
301618,纺织化学制品
600160,氟化工
603379,氟化工
300321,聚氨酯
688089,基础化工
301206,基础化工
002827,民爆制品
002440,纺织化学制品
300741,基础化工
603020,基础化工
300858,基础化工
920016,基础化工
002001,基础化工
300343,氟化工
002407,氟化工
603235,基础化工
301220,基础化工
600352,纺织化学制品
605016,基础化工
920422,基础化工
603968,基础化工
603505,氟化工
603310,氟化工
603188,纺织化学制品
300107,纺织化学制品
688639,基础化工
002562,基础化工
600378,氟化工
002037,民爆制品
603172,纺织化学制品
002683,民爆制品
002054,纺织化学制品
603790,纺织化学制品
600866,基础化工
002783,民爆制品
920261,聚氨酯
002246,民爆制品
300067,纺织化学制品
603227,民爆制品
002165,聚氨酯
605077,基础化工
600309,聚氨酯
600873,基础化工
600230,聚氨酯
002226,民爆制品
600299,基础化工
301300,炭黑
603650,基础化工
001207,炭黑
605183,炭黑
300121,基础化工
002753,炭黑
002442,炭黑
002068,炭黑
603878,普钢
601686,普钢
000778,普钢
600753,原材料供应链服务
001202,原材料供应链服务
605050,原材料供应链服务
603569,公路货运
002800,公路货运
603066,仓储物流
603329,原材料供应链服务
002492,仓储物流
600787,仓储物流
600755,原材料供应链服务
600704,原材料供应链服务
600153,原材料供应链服务
002682,公路货运
603713,仓储物流
600180,原材料供应链服务
000906,原材料供应链服务
600057,原材料供应链服务
002010,公路货运
600794,仓储物流
000626,原材料供应链服务
603813,公路货运
600603,原材料供应链服务
002930,仓储物流
600561,铁路公路
600650,铁路公路
600834,铁路公路
600611,铁路公路
900903,铁路公路
603069,铁路公路
900914,铁路公路
002357,铁路公路
003816,公用事业
000958,公用事业
601985,公用事业
603477,农林牧渔
000048,农林牧渔
001201,农林牧渔
600975,农林牧渔
605296,农林牧渔
002157,农林牧渔
000735,农林牧渔
000876,农林牧渔
002124,农林牧渔
300498,农林牧渔
002714,农林牧渔
002141,农林牧渔
600201,农林牧渔
688526,农林牧渔
688098,农林牧渔
300119,农林牧渔
002688,农林牧渔
300871,农林牧渔
920275,农林牧渔
603566,农林牧渔
600195,农林牧渔
920729,农林牧渔
920970,农林牧渔
002868,农林牧渔
601872,航运港口
000582,港口
600026,航运港口
001317,铁路公路
600751,航运港口
000548,高速公路
002040,港口
600428,航运港口
600798,航运港口
000886,高速公路
601000,港口
600179,航运港口
001965,高速公路
601018,港口
000905,港口
601188,高速公路
200429,高速公路
001213,铁路公路
600017,港口
002320,航运港口
601083,航运港口
600106,高速公路
600548,高速公路
900938,航运港口
600717,港口
000557,铁路公路
001205,航运港口
600279,港口
601866,航运港口
601518,高速公路
601333,铁路公路
201872,港口
600125,铁路公路
000828,高速公路
603565,航运港口
600033,高速公路
600020,高速公路
601975,航运港口
000520,航运港口
000088,港口
603167,航运港口
600018,港口
000429,高速公路
601816,铁路公路
601022,航运港口
000900,高速公路
000755,高速公路
601006,铁路公路
600377,高速公路
600035,高速公路
601228,港口
600350,高速公路
600269,高速公路
601298,港口
600368,高速公路
001872,港口
601326,港口
601008,港口
601919,航运港口
601880,港口
603162,航运港口
603209,航运港口
601107,高速公路
600012,高速公路
920571,航运港口
600257,渔业
600467,渔业
002069,渔业
300094,渔业
600227,氮肥
300804,农化制品
002734,农化制品
301190,化学原料
603663,化学原料
000408,钾肥
603360,农化制品
000691,化学原料
605033,农化制品
603077,磷肥及磷化工
301069,化学原料
603810,农化制品
600331,磷肥及磷化工
001231,农化制品
920489,化学原料
003017,化学原料
600784,化学原料
603938,化学原料
301035,农化制品
603067,化学原料
300082,化学原料
900906,化学原料
002942,农化制品
920819,农化制品
301256,化学原料
002215,农化制品
603213,氯碱
002250,农化制品
300796,农化制品
000525,农化制品
002999,复合肥
002496,农化制品
603086,农化制品
600929,化学原料
003042,农化制品
000792,钾肥
300261,农化制品
002136,钛白粉
603585,农化制品
603639,农化制品
002470,复合肥
001217,化学原料
300575,农化制品
000510,氯碱
200553,农化制品
002749,农化制品
601065,纯碱
920866,农化制品
002391,农化制品
900908,氯碱
600596,农化制品
600731,农化制品
000635,氯碱
603970,农化制品
002538,复合肥
301118,化学原料
603395,复合肥
600141,磷肥及磷化工
600423,化学原料
600623,煤化工
600610,化学原料
002258,农化制品
300387,复合肥
002601,钛白粉
603599,农化制品
002895,磷肥及磷化工
002748,氯碱
603299,化学原料
603113,化学原料
900921,煤化工
000818,氯碱
600078,磷肥及磷化工
600955,化学原料
600409,纯碱
000902,复合肥
600844,煤化工
301665,农化制品
900909,煤化工
920304,化学原料
600096,磷肥及磷化工
600727,钛白粉
300891,钛白粉
000731,氮肥
000707,纯碱
002312,磷肥及磷化工
600935,氯碱
002386,氯碱
600486,农化制品
600389,农化制品
002170,复合肥
000822,纯碱
000990,煤化工
300505,磷肥及磷化工
601678,氯碱
002539,复合肥
600691,氮肥
000683,纯碱
002145,钛白粉
600328,化学原料
600319,氯碱
002513,农化制品
600426,氮肥
000912,氮肥
600367,化学原料
600714,化学原料
600746,煤化工
920159,复合肥
002274,煤化工
000422,氮肥
000545,钛白粉
000553,农化制品
002109,化学原料
000893,钾肥
300927,化学原料
601568,氯碱
002545,钾肥
600722,煤化工
600470,磷肥及磷化工
600618,氯碱
601216,氯碱
000830,煤化工
600989,煤化工
600075,氯碱
002648,化学原料
002092,氯碱
600599,多元金融
000987,多元金融
600120,多元金融
600830,多元金融
600061,多元金融
600643,多元金融
600390,多元金融
002423,多元金融
600318,多元金融
000617,多元金融
300087,种子
600371,种子
600598,粮食种植
000713,种子
000998,种子
002041,种子
600313,种子
300189,种子
601952,粮食种植
600354,种子
920403,种子
920087,种子
000415,多元金融
603300,多元金融
600901,多元金融
002797,证券Ⅱ
601108,证券Ⅱ
600927,期货
002647,金融信息服务
601696,证券Ⅱ
600918,证券Ⅱ
600621,证券Ⅱ
601456,证券Ⅱ
601788,证券Ⅱ
600109,证券Ⅱ
601901,证券Ⅱ
002673,证券Ⅱ
002939,证券Ⅱ
000166,证券Ⅱ
601878,证券Ⅱ
002736,证券Ⅱ
000686,证券Ⅱ
600030,证券Ⅱ
000563,信托
601688,证券Ⅱ
002500,证券Ⅱ
600958,证券Ⅱ
000728,证券Ⅱ
600095,证券Ⅱ
600864,证券Ⅱ
600369,证券Ⅱ
601198,证券Ⅱ
000783,证券Ⅱ
600816,信托
601059,证券Ⅱ
601211,证券Ⅱ
600909,证券Ⅱ
600999,证券Ⅱ
601995,证券Ⅱ
300059,证券Ⅱ
600517,信托
601990,证券Ⅱ
000776,证券Ⅱ
601236,证券Ⅱ
601162,证券Ⅱ
601099,证券Ⅱ
601375,证券Ⅱ
002926,证券Ⅱ
601066,证券Ⅱ
601881,证券Ⅱ
601377,证券Ⅱ
600155,证券Ⅱ
600906,证券Ⅱ
002961,期货
000750,证券Ⅱ
000712,证券Ⅱ
601136,证券Ⅱ
002945,证券Ⅱ
002670,证券Ⅱ
001236,期货
300773,金融信息服务
603093,期货
601555,证券Ⅱ
002015,公用事业
600475,公用事业
605580,公用事业
002893,公用事业
000692,公用事业
600052,公用事业
600719,公用事业
605028,公用事业
001210,公用事业
002479,公用事业
605162,公用事业
600167,公用事业
605011,公用事业
600226,公用事业
600982,公用事业
001376,公用事业
600149,公用事业
300335,公用事业
000537,公用事业
601016,公用事业
001258,公用事业
600905,公用事业
600956,公用事业
000507,公用事业
600163,公用事业
000155,公用事业
000595,公用事业
600930,公用事业
001289,公用事业
601619,公用事业
603693,公用事业
000862,公用事业
002053,公用事业
300761,肉鸡养殖
002458,肉鸡养殖
300967,肉鸡养殖
002746,肉鸡养殖
301116,肉鸡养殖
002234,肉鸡养殖
002982,肉鸡养殖
002299,肉鸡养殖
300268,农产品加工
920273,农产品加工
001338,农产品加工
003030,农产品加工
603182,粮油加工
603231,粮油加工
600097,海洋捕捞
300175,农产品加工
920371,农产品加工
605198,农产品加工
200505,粮油加工
002852,粮油加工
600962,农产品加工
600191,农产品加工
002481,农产品加工
000911,农产品加工
920964,农业综合Ⅱ
300021,农业综合Ⅱ
920023,农产品加工
000972,农产品加工
200019,粮油加工
300138,农产品加工
002286,农产品加工
600127,粮油加工
000798,海洋捕捞
200992,海洋捕捞
600737,农产品加工
000019,粮油加工
002556,农业综合Ⅱ
000505,粮油加工
600251,农产品加工
300999,粮油加工
000930,农产品加工
000638,粮油加工
601778,公用事业
002480,公用事业
600821,公用事业
002617,公用事业
002310,公用事业
002256,公用事业
601908,公用事业
600032,公用事业
603105,公用事业
002218,公用事业
300125,公用事业
000591,公用事业
300317,公用事业
600725,综合Ⅱ
600620,综合Ⅱ
600689,综合Ⅱ
600051,综合Ⅱ
000025,综合Ⅱ
900922,综合Ⅱ
200025,综合Ⅱ
600805,综合Ⅱ
000632,综合Ⅱ
000009,综合Ⅱ
000652,综合Ⅱ
000421,综合Ⅱ
600770,综合Ⅱ
000753,综合Ⅱ
600682,综合Ⅱ
600881,综合Ⅱ
000523,综合Ⅱ
600673,综合Ⅱ
002758,综合Ⅱ
000833,综合Ⅱ
600726,公用事业
600396,公用事业
900937,公用事业
200037,公用事业
002608,公用事业
600509,公用事业
000037,公用事业
000027,公用事业
601991,公用事业
600780,公用事业
200539,公用事业
000543,公用事业
600027,公用事业
000539,公用事业
000966,公用事业
000690,公用事业
000600,公用事业
600011,公用事业
600023,公用事业
600795,公用事业
001286,公用事业
600578,公用事业
600642,公用事业
600021,公用事业
600098,公用事业
600157,电力
600863,公用事业
000531,公用事业
600575,公用事业
000767,公用事业
600744,公用事业
000899,公用事业
001896,公用事业
002443,钢铁
301160,钢铁
600399,钢铁
603995,钢铁
688186,钢铁
002318,钢铁
300881,钢铁
600507,钢铁
002075,钢铁
000708,钢铁
000825,钢铁
600117,钢铁
002478,钢铁
688223,光伏设备
600886,水力发电
300040,电能综合服务
600310,电能综合服务
600483,电能综合服务
000875,电能综合服务
002060,电能综合服务
600868,水力发电
000722,水力发电
600025,水力发电
600900,水力发电
600116,电能综合服务
600674,水力发电
000883,电能综合服务
600101,电能综合服务
002039,水力发电
600969,电能综合服务
000791,水力发电
600995,电能综合服务
600452,电能综合服务
600236,水力发电
600505,电能综合服务
003035,电能综合服务
600644,电能综合服务
000803,电能综合服务
000993,水力发电
600979,电能综合服务
000601,水力发电
601528,农商行Ⅲ
601838,城商行Ⅲ
002936,城商行Ⅲ
601825,农商行Ⅲ
601658,国有大型银行Ⅲ
601169,城商行Ⅲ
601997,城商行Ⅲ
601128,农商行Ⅲ
603323,农商行Ⅲ
601860,农商行Ⅲ
002958,农商行Ⅲ
002807,农商行Ⅲ
001227,城商行Ⅲ
002142,城商行Ⅲ
600908,农商行Ⅲ
600926,城商行Ⅲ
601577,城商行Ⅲ
002839,农商行Ⅲ
600928,城商行Ⅲ
601229,城商行Ⅲ
601665,城商行Ⅲ
002966,城商行Ⅲ
002948,城商行Ⅲ
600919,城商行Ⅲ
601009,城商行Ⅲ
601988,国有大型银行Ⅲ
601328,国有大型银行Ⅲ
601398,国有大型银行Ⅲ
601939,国有大型银行Ⅲ
601288,国有大型银行Ⅲ
601187,城商行Ⅲ
601077,农商行Ⅲ
601963,城商行Ⅲ
001331,燃气Ⅱ
000669,燃气Ⅱ
000593,燃气Ⅱ
603318,燃气Ⅱ
002259,燃气Ⅱ
001299,燃气Ⅱ
603053,燃气Ⅱ
601139,燃气Ⅱ
603393,燃气Ⅱ
603706,燃气Ⅱ
002911,燃气Ⅱ
603689,燃气Ⅱ
600917,燃气Ⅱ
605090,燃气Ⅱ
600903,燃气Ⅱ
300435,燃气Ⅱ
605169,燃气Ⅱ
605368,燃气Ⅱ
603080,燃气Ⅱ
600333,燃气Ⅱ
600681,燃气Ⅱ
002267,燃气Ⅱ
900913,燃气Ⅱ
000407,燃气Ⅱ
600617,燃气Ⅱ
600635,燃气Ⅱ
002700,燃气Ⅱ
600803,燃气Ⅱ
300332,燃气Ⅱ
300483,燃气Ⅱ
920010,燃气Ⅱ
920014,燃气Ⅱ
002588,复合肥
600808,板材
000923,铁矿石
600382,铁矿石
900936,冶钢原料
600516,冶钢原料
600282,板材
600019,板材
601121,铁矿石
000932,板材
600126,板材
600010,板材
600581,板材
600022,板材
600782,板材
601005,板材
000709,板材
200761,板材
002110,长材
000959,板材
001203,铁矿石
000898,板材
000629,冶钢原料
000655,铁矿石
600295,冶钢原料
601003,板材
000717,长材
600307,板材
000761,板材
600231,长材
600569,板材
601969,铁矿石
601233,石油石化
002377,石油石化
600800,石油石化
300055,石油石化
300839,石油石化
603798,石油石化
000819,石油石化
000637,石油石化
002476,石油石化
002221,石油石化
000985,石油石化
300135,石油石化
002408,石油石化
002986,石油石化
000571,煤炭
603071,煤炭
900948,煤炭
600925,煤炭
600348,煤炭
601225,煤炭
601918,煤炭
600403,煤炭
600121,煤炭
600546,煤炭
002128,煤炭
601001,煤炭
601088,煤炭
600188,煤炭
601101,煤炭
000552,煤炭
601898,煤炭
600395,煤炭
600758,煤炭
600985,煤炭
601699,煤炭
000937,煤炭
600508,煤炭
601666,煤炭
600971,煤炭
000983,煤炭
600123,煤炭
600408,焦炭Ⅱ
600792,焦炭Ⅱ
000723,焦炭Ⅱ
600997,焦炭Ⅱ
601011,焦炭Ⅱ
600740,焦炭Ⅱ
601015,焦炭Ⅱ
001316,石油石化
000698,石油石化
002493,石油石化
603223,石油石化
000059,石油石化
600346,石油石化
600506,石油石化
000159,石油石化
000301,石油石化
603353,石油石化
000096,石油石化
600256,石油石化
600688,石油石化
000703,石油石化
600028,石油石化
601857,石油石化
000554,石油石化
002554,油服工程
600777,油气开采Ⅲ
603727,油服工程
600583,油服工程
002629,油田服务
600968,油田服务
600938,油气开采Ⅲ
000968,油气开采Ⅲ
601808,油田服务
002828,油田服务
600339,油服工程
603619,油田服务
600871,油田服务
002207,油田服务
600759,油气开采Ⅲ
300191,油服工程
300164,油服工程
920088,油田服务
